Client,VolumeCred,VolumeCred_CA,TransactionsCred,TransactionsCred_CA,VolumeDeb,VolumeDeb_CA,VolumeDebCash_Card,VolumeDebCashless_Card,VolumeDeb_PaymentOrder,TransactionsDeb,TransactionsDeb_CA,TransactionsDebCash_Card,TransactionsDebCashless_Card,TransactionsDeb_PaymentOrder
10,0.0246428571,0,1,0,0.8928571429,0.8928571429,0,0,0,1,1,0,0,0
834,3488.5882142857,2380.5760714286,23,20,3476.8271428572,2344.8617857143,267.8571428571,155.6428571429,752.7703571429,42,23,5,6,8
155,726.4807142857,726.4807142857,2,2,641.8660714286,641.8660714286,321.4285714286,127.7946428571,191,14,14,3,8,2
1541,0.0003571429,0.0003571429,1,1,65.6464285714,65.6464285714,35.7142857143,29.6107142857,0,3,3,1,1,0
293,537.5003571429,537.5003571429,8,8,293.8464285714,293.8464285714,267.8571428571,23.3107142857,0,11,11,7,2,0
312,774.1910714286,774.1910714286,2,2,654.6153571429,654.6153571429,142.8571428571,147.3653571429,361.3571428571,15,15,1,4,9
616,0.0010714286,0.0010714286,1,1,0,0,0,0,0,0,0,0,0,0
1459,651.3989285714,651.3989285714,2,2,381.4792857143,381.4792857143,53.5714285714,0,151.9792857143,8,8,1,0,4
1250,710.44,458.1717857143,7,5,666.3435714286,458.1717857143,0,0,0,9,5,0,0,0
239,11.4246428571,0.0003571429,3,1,12,12,0,0,11.7857142857,2,2,0,0,1
1602,0.0007142857,0.0007142857,1,1,0,0,0,0,0,0,0,0,0,0
1346,11.2503571429,11.2503571429,2,2,14.6428571429,14.6428571429,0,0,11.25,2,2,0,0,1
546,892.8614285714,892.8614285714,3,3,564.7675,564.7675,225,338.5175,0,34,34,6,27,0
1391,1002.9814285714,1002.9814285714,4,4,584.7878571429,584.7878571429,53.5714285714,170.645,360.5714285714,12,12,2,7,3
1332,1314.7078571429,1314.7078571429,4,4,538.75,538.75,0,136.1785714286,400.2857142857,10,10,0,4,5
1072,401.9107142857,401.1096428571,3,2,307.5653571429,307.5653571429,0,110.3646428571,194.5935714286,8,8,0,4,3
838,414.825,414.825,4,4,781.5925,781.5925,107.1428571429,338.075,335.6246428571,20,20,1,13,5
529,547.9475,547.1978571429,4,3,329.2857142857,329.2857142857,0,0,329.0714285714,4,4,0,0,3
189,199.8435714286,110.7146428571,3,2,113.2857142857,106.25,0,0,0,4,2,0,0,0
557,1101.9939285714,910.4160714286,15,13,1190.8760714286,947.8539285714,96.4285714286,308.2610714286,349.9435714286,33,23,6,11,3
20,452.6175,451.55,4,3,221.4285714286,221.4285714286,107.1428571429,10.7142857143,103.5714285714,7,7,3,1,3
1099,275.0017857143,275.0017857143,3,3,353.5342857143,353.5342857143,0,350.1414285714,0,7,7,0,6,0
614,8403.0253571429,8298.7692857143,16,9,9704.4707142857,9485.2275,357.1428571429,341.8232142857,5161.4642857143,46,33,1,13,24
114,1406.2557142857,691.97,7,6,1016.8685714286,302.5828571429,107.1428571429,41.8685714286,132.1428571429,17,16,7,6,2
1596,539.97,535.7546428571,3,2,1.9642857143,1.9642857143,0,0,0,1,1,0,0,0
1132,1842.3489285714,1842.3489285714,3,3,2729.2342857143,2729.2342857143,1250,523.8057142857,953.2142857143,46,46,8,18,16
318,0.0028571429,0.0028571429,1,1,0,0,0,0,0,0,0,0,0,0
173,0.0210714286,0.0210714286,1,1,1.9642857143,1.9642857143,0,0,0,1,1,0,0,0
444,222.2121428571,117.8575,3,2,124.3214285714,117.8214285714,0,0,0,4,2,0,0,0
551,1029.3632142857,876.2157142857,10,4,987.6646428571,874.2182142857,392.8571428571,199.8432142857,175.1428571429,36,22,1,13,10
297,1185.6614285714,1185.6614285714,5,5,785.7514285714,785.7514285714,0,185.1371428571,64.9642857143,12,12,0,7,3
537,782.1517857143,782.1517857143,5,5,267.0575,267.0575,0,0,264.4503571429,8,8,0,0,7
404,406.6882142857,406.6882142857,3,3,1153.3571428572,1153.3571428572,1107.1428571429,0,42.0357142857,18,18,7,0,2
162,500.0378571429,500.0378571429,2,2,380.7857142857,380.7857142857,178.5714285714,0,202.2142857143,6,6,3,0,3
860,0.0003571429,0.0003571429,1,1,0,0,0,0,0,0,0,0,0,0
1207,19807.0703571429,10145.9210714286,12,3,12354.7753571429,11843.8732142857,814.2857142857,601.2985714286,1038.1071428572,52,32,4,19,20
277,55.1164285714,45.4153571429,5,4,90.8307142857,45.4153571429,32.1428571429,0,3.5714285714,8,4,2,0,1
751,470.9039285714,470.9039285714,3,3,1014.7607142857,1014.7607142857,357.1428571429,490.1178571429,165.2142857143,9,9,1,3,4
188,2906.7821428572,1922.4571428572,29,26,2869.1282142857,1922.4571428572,185.7142857143,238.7392857143,508.5,56,33,4,14,8
302,43319.2546428571,21797.6092857143,6,3,22936.425,22936.425,353.5714285714,154.2821428571,1000,12,12,4,5,2
1042,1963.2210714286,1681.1785714286,35,30,2747.3357142857,2039.0875,164.2857142857,883.6878571429,703.1428571429,96,74,8,40,17
714,23.6846428571,0.0207142857,4,2,111.1417857143,111.1417857143,0,0,107.2139285714,6,6,0,0,4
1082,2270.4228571429,2270.4228571429,9,9,1944.8682142857,1944.8682142857,564.3678571429,98.0714285714,1273.6785714286,30,30,7,6,10
1497,0.0239285714,0.0239285714,1,1,477.4857142857,477.4857142857,0,13.1321428571,0,5,5,0,1,0
437,1900.4896428572,1900.4896428572,12,12,3.3928571429,3.3928571429,0,0,0,1,1,0,0,0
748,13.1196428571,13.0653571429,5,2,62.9060714286,49.8367857143,35.7142857143,10.6785714286,0,8,5,1,1,0
347,19035.6389285714,19035.6389285714,6,6,13870.5785714286,13870.5785714286,1303.5714285714,97.5071428571,12469.5,19,19,5,3,11
805,1001.2989285714,1001.2989285714,16,16,1577.325,1577.325,928.5714285714,245.6464285714,399.6071428571,24,24,4,9,10
179,1322.1446428572,1322.1446428572,5,5,642.6071428571,642.6071428571,89.2857142857,10.3214285714,539.6071428571,9,9,2,2,4
781,1865.6825,1865.6803571429,6,5,3002.8253571429,3002.8253571429,71.4285714286,69.6928571429,2860.0075,16,16,2,1,12
1322,836.6082142857,836.6082142857,2,2,811.8264285714,811.8264285714,207.1428571429,136.705,338.9285714286,15,15,1,6,5
582,0.0053571429,0.0053571429,1,1,0.005,0.005,0,0,0.005,1,1,0,0,1
356,357.0375,357.0375,3,3,435.3035714286,435.3035714286,307.1428571429,56.9821428571,71.1785714286,16,16,10,3,3
1211,2171.7257142857,1416.1964285714,26,20,2217.1446428572,1401.8142857143,178.5714285714,103.2785714286,442.2835714286,45,18,5,4,6
203,503.5746428571,503.5746428571,2,2,556.3928571429,556.3928571429,553.5714285714,0,0,11,11,6,0,0
607,1907.4346428572,1830.4403571429,6,2,1955.8939285714,1607.57,357.1428571429,326.5010714286,1090.8928571429,34,15,2,16,9
185,620.8582142857,620.8582142857,3,3,435.8285714286,435.8285714286,0,73.4714285714,358.9642857143,9,9,0,3,5
490,0.0492857143,0.0492857143,1,1,266.5857142857,266.5857142857,0,174.0464285714,89.1464285714,5,5,0,2,2
1508,16098.7010714286,0,4,0,0,0,0,0,0,0,0,0,0,0
924,68371.5421428571,66908.9510714286,10,3,64608.3614285714,64178.1853571429,0,425.6760714286,61955.1039285714,45,21,0,20,16
648,2443.7828571429,1799.6996428572,18,4,2560.1585714286,1928.3075,0,698.5185714286,1271.0685714286,36,15,0,13,9
1584,23091.7278571429,23091.7278571429,7,7,27026.0357142857,27026.0357142857,892.8571428571,0,22554.6785714286,24,24,3,0,17
1,1678.9464285714,1318.6982142857,25,23,1891.3532142857,1335.6196428572,250,283.0892857143,247.6071428571,50,30,3,12,9
914,18412.1467857143,6387.8282142857,6,3,20090.5035714286,2230.1464285714,235.7142857143,568.3035714286,425,26,22,3,10,1
635,7.1432142857,7.1432142857,4,4,0,0,0,0,0,0,0,0,0,0
1553,1569.3653571429,1569.3653571429,6,6,2483.6835714286,2483.6835714286,599.9821428571,1091.1742857143,747.4557142857,58,58,8,27,16
1567,0.0003571429,0.0003571429,1,1,0,0,0,0,0,0,0,0,0,0
1448,0.01,0.01,1,1,0.8928571429,0.8928571429,0,0,0,1,1,0,0,0
1433,498.6717857143,498.6717857143,3,3,436.5214285714,436.5214285714,285.7142857143,146.8785714286,0,12,12,2,7,0
1158,4396.2071428572,4272.8057142857,7,5,6316.8,4945.84,1250,0,3468.2728571429,21,19,1,0,15
1050,407.1446428571,407.1446428571,2,2,490.2782142857,490.2782142857,375,0,112.5639285714,12,12,4,0,5
49,415.7382142857,415.7382142857,9,9,111.7142857143,111.7142857143,0,0,108.6785714286,3,3,0,0,2
649,3536.4764285714,2726.8682142857,31,26,3563.4496428572,2728.2967857143,321.4285714286,403.4207142857,713.1857142857,60,41,5,16,12
1028,392.9739285714,392.9739285714,2,2,379.6857142857,379.6857142857,285.7142857143,60.2571428571,31.75,6,6,1,3,1
643,806.5025,806.5025,2,2,790.1071428571,790.1071428571,357.1428571429,132.4642857143,296.4285714286,21,21,6,6,4
274,3571.5003571429,3571.5003571429,6,6,4066.9635714286,4066.9635714286,0,0,4047.5,10,10,0,0,6
690,0.1846428571,0,1,0,0.8921428571,0.8921428571,0,0,0,1,1,0,0,0
602,1975.9375,1317.1014285714,23,17,2021.6742857143,1317.1014285714,250,287.7417857143,433.5714285714,64,27,7,27,6
691,1500.005,1500.005,3,3,1667.9392857143,1667.9392857143,142.8571428571,252.975,1264.9285714286,38,38,2,14,19
604,3232.9814285714,3232.265,6,4,2387.4,2385.9714285714,0,0,2132.8214285714,13,11,0,0,8
660,499.3692857143,483.6310714286,6,5,967.2617857143,483.6310714286,464.2857142857,0,0,8,4,2,0,0
846,17891.3946428571,9564.7142857143,12,3,16854.9635714286,4686.8503571429,357.1428571429,639.7310714286,1278.8071428572,61,29,4,23,15
1151,3153.4582142857,1986.2546428572,42,35,2921.8660714286,2037.3617857143,112.13,222.4639285714,457.3571428571,66,36,6,11,7
1007,6349.9196428572,6336.0017857143,6,4,380.25,380.25,178.5714285714,0,198.2857142857,6,6,2,0,3
1241,186.62,181.2582142857,5,3,183.945,181.2582142857,0,0,0,7,5,0,0,0
1149,1085.5078571429,952.4571428571,15,13,1252.2621428572,998.7342857143,0,291.4978571429,258.3214285714,51,40,0,25,9
1575,1289.6832142857,1289.6832142857,3,3,1008.6135714286,1008.6135714286,639.0285714286,210.6032142857,155.1607142857,26,26,3,15,6
638,592.8282142857,592.8282142857,2,2,885.9785714286,885.9785714286,535.7142857143,140.7285714286,23.6428571429,9,9,1,4,1
592,467.0642857143,464.2892857143,5,2,840.1785714286,840.1785714286,678.5714285714,0,158,11,11,2,0,8
1113,253.5925,253.5925,2,2,712.5192857143,712.5192857143,89.2857142857,199.8764285714,420.8571428571,18,18,2,6,8
32,2402.4021428572,1591.5878571429,11,8,2303.7471428572,1591.5878571429,385.7142857143,0,280.2857142857,18,10,4,0,2
915,558.9314285714,558.9314285714,2,2,664.5357142857,664.5357142857,178.5714285714,0,485.1071428571,10,10,1,0,8
1306,979.4296428571,979.4296428571,3,3,885.9857142857,885.9857142857,661.7242857143,220.6542857143,0,11,11,3,6,0
662,419.0128571429,419.0128571429,3,3,310.8503571429,310.695,303.6946428571,0,0,6,5,3,0,0
141,547.0492857143,547.0492857143,3,3,1228.7485714286,1228.7485714286,160.7142857143,1002.9628571429,60.7142857143,13,13,4,4,1
930,1.6575,0.0292857143,2,1,1.9642857143,1.9642857143,0,0,0,1,1,0,0,0
1390,0.0010714286,0.0010714286,1,1,212.5071428571,212.5071428571,178.5714285714,0,0,5,5,1,0,0
976,517.4003571429,500.5753571429,3,2,236.5,236.5,0,0,236.5,4,4,0,0,4
1534,173.77,164.5264285714,5,4,158,158,0,0,143.7142857143,6,6,0,0,5
511,1292.1889285714,1198.4903571429,4,3,1076.8832142857,1069.8832142857,357.1428571429,130.2760714286,472.9285714286,30,28,4,9,12
705,992.2871428571,992.2871428571,3,3,959.5,959.5,789.2857142857,23.3928571429,138.0357142857,38,38,16,3,4
386,664.0621428571,662.795,5,4,573.8739285714,573.8739285714,142.8571428571,193.9096428571,235.6428571429,21,21,2,13,4
308,148.5725,148.5725,3,3,300.3214285714,300.3214285714,160.7142857143,32.8571428571,103.7142857143,12,12,6,1,1
1397,0.015,0.015,1,1,276.6582142857,276.6582142857,250,0,23.2653571429,5,5,2,0,2
852,694.4614285714,694.3239285714,5,4,552.3,552.1428571429,0,0,550.6071428571,7,6,0,0,5
765,504.0010714286,504.0010714286,4,4,558.9639285714,558.9639285714,0,92.4996428571,463.0714285714,11,11,0,5,5
1548,3359.5478571429,2027.4596428572,26,15,3808.0832142857,2027.4596428572,210.7142857143,509.8785714286,177.9642857143,62,17,1,27,8
1336,360.7042857143,360.7042857143,2,2,211.8928571429,211.8928571429,178.5714285714,0,30.7142857143,5,5,1,0,3
1114,668.9489285714,612.0035714286,3,2,713.5714285714,709.2142857143,428.5714285714,0,207.8928571429,8,6,2,0,2
397,18.2146428571,18.2146428571,2,2,39.7142857143,39.7142857143,17.8571428571,10.7142857143,11.1428571429,3,3,1,1,1
431,0.0003571429,0.0003571429,1,1,1.9642857143,1.9642857143,0,0,0,1,1,0,0,0
603,12.0592857143,0.0346428571,2,1,0,0,0,0,0,0,0,0,0,0
855,800.6507142857,800.6507142857,5,5,316.6928571429,316.6928571429,250,52.6214285714,10.6785714286,5,5,2,1,1
367,0.0089285714,0.0089285714,1,1,12.6785714286,12.6785714286,0,0,10.7142857143,2,2,0,0,1
920,1345.5739285714,1345.5739285714,4,4,1324.6389285714,1324.6389285714,821.4285714286,214.3889285714,285.1428571429,20,20,5,4,7
435,569.6071428571,569.6071428571,2,2,1200.8767857143,1200.8767857143,357.1428571429,296.1628571429,543.8567857143,24,24,4,6,13
63,623.8671428571,353.6807142857,4,2,362.6092857143,362.6092857143,0,0,361.2878571429,4,4,0,0,3
495,3683.2010714286,3582.39,12,6,8534.4107142857,5232.7821428572,1785.7142857143,699.5892857143,3045.4642857143,57,42,10,11,23
870,142.3157142857,72.14,5,3,108.5657142857,72.14,0,0,0,5,3,0,0,0
1512,71.4289285714,71.4289285714,2,2,29.2857142857,29.2857142857,0,27.3214285714,0,2,2,0,1,0
707,52.4439285714,52.4439285714,2,2,1.9642857143,1.9642857143,0,0,0,1,1,0,0,0
195,3350.0160714286,3350.0160714286,8,8,4292.5714285714,4292.5714285714,0,53.5,4232.2857142857,18,18,0,1,15
923,1115.1467857143,1115.1467857143,2,2,1101.0178571429,1101.0178571429,1098.625,0,0,5,5,2,0,0
606,302.1592857143,301.2978571429,3,2,282.9707142857,282.9707142857,35.7142857143,30.6135714286,214.4642857143,7,7,1,4,1
208,0,0,0,0,0.8928571429,0.8928571429,0,0,0,1,1,0,0,0
842,0,0,0,0,0.8939285714,0.8939285714,0,0,0,1,1,0,0,0
136,399.0728571429,399.0728571429,2,2,96.6428571429,96.6428571429,0,0,95.1071428571,4,4,0,0,3
131,23.2142857143,23.2142857143,1,1,24.3214285714,24.3214285714,0,0,22.1428571429,3,3,0,0,2
580,330.7235714286,330.7232142857,5,4,129.8214285714,129.8214285714,0,28.5714285714,101.0357142857,4,4,0,2,1
883,354.6435714286,354.6435714286,4,4,341.8307142857,341.8307142857,257.1428571429,0,82.1878571429,7,7,2,0,4
928,2693.3825,2693.3825,6,6,2457.7782142857,2457.7782142857,0,128.8142857143,2286.4642857143,14,14,0,4,4
401,647.2542857143,644.8639285714,6,2,2710.29,2608.0292857143,1771.4285714286,144.9607142857,785.0435714286,41,35,13,4,10
1467,2383.0489285714,2379.1135714286,7,6,3810.3435714286,2238.915,464.2857142857,893.0221428571,881.6071428571,33,31,3,19,9
1478,298.515,298.515,2,2,69.7703571429,69.7703571429,10.7142857143,41.1989285714,17.8571428571,5,5,1,3,1
1339,327.3589285714,327.3589285714,2,2,449.6535714286,449.6535714286,53.5714285714,286.9392857143,104.7857142857,22,22,2,12,5
1572,2937.9717857143,2933.8028571429,3,2,1569.115,1569.115,342.8571428571,796.615,418.9285714286,31,31,3,25,2
969,1520.2667857143,1520.2667857143,2,2,562.6771428571,562.6771428571,0,241.8557142857,317.8928571429,32,32,0,21,10
841,6.2432142857,0.0003571429,5,1,0.0285714286,0,0,0,0,2,0,0,0,0
1181,59.1842857143,59.1842857143,2,2,10.6428571429,10.6428571429,0,10.6428571429,0,1,1,0,1,0
1197,0.0010714286,0.0010714286,1,1,3.3928571429,3.3928571429,0,0,0,1,1,0,0,0
548,684.0367857143,684.0367857143,2,2,674.3821428571,674.3821428571,0,0,142.8571428571,3,3,0,0,1
190,357.7289285714,357.1482142857,3,2,249.9607142857,249.9607142857,0,48.6035714286,198.9642857143,5,5,0,2,2
6,501.1314285714,448.4292857143,3,2,436.2857142857,429.6785714286,357.1428571429,0,0,8,6,1,0,0
1231,0.0157142857,0.0157142857,2,2,2257,2257,2250,0,0,9,9,6,0,0
1285,552.2146428571,552.2146428571,2,2,570.4157142857,570.4157142857,25,69.5228571429,470.7142857143,12,12,1,8,2
370,0.0010714286,0.0010714286,1,1,1.9642857143,1.9642857143,0,0,0,1,1,0,0,0
120,1036.2667857143,1021.0078571429,3,2,710.9821428571,710.9821428571,114.2857142857,139.5535714286,456.9285714286,19,19,1,9,8
1065,1157.1389285714,1064.6528571429,7,4,747.0582142857,724.8796428571,303.5714285714,0,281.1428571429,13,11,2,0,5
565,618.0114285714,617.9767857143,9,8,439.6875,371.9275,107.1428571429,155.6428571429,107.1428571429,13,10,1,6,1
272,316.4653571429,316.4653571429,2,2,322.5,322.5,178.5714285714,0,141.5357142857,5,5,2,0,2
532,10716.4003571429,10714.2871428571,3,2,21457.9642857143,10743.6785714286,0,0,10742.25,6,5,0,0,4
1501,298.7557142857,221.4314285714,7,5,371.4342857143,221.4314285714,32.1428571429,0,111.9642857143,9,5,2,0,1
811,1185.6196428572,1185.6196428572,3,3,1360.8928571429,1360.8928571429,0,0,285.3571428571,7,7,0,0,5
296,0.0014285714,0.0014285714,1,1,3.3928571429,3.3928571429,0,0,0,1,1,0,0,0
627,2108.4353571429,2108.4353571429,2,2,2152.1428571429,2152.1428571429,0,0,2148.75,4,4,0,0,3
87,0.0003571429,0.0003571429,1,1,3.3928571429,3.3928571429,0,0,0,1,1,0,0,0
1103,925.1982142857,788.2939285714,8,4,1251.5864285714,1226.0432142857,571.4285714286,350.9153571429,148.0357142857,26,21,2,10,4
1593,444.0264285714,442.615,3,2,339.6667857143,339.6667857143,0,62.5785714286,274.6953571429,11,11,0,6,4
1329,3261.1528571429,3261.1528571429,6,6,2479.685,2479.685,714.2857142857,131.8642857143,1628.7492857143,32,32,3,8,20
1526,0.0071428571,0.0071428571,1,1,32.1428571429,32.1428571429,0,32.1428571429,0,2,2,0,2,0
1260,339.1239285714,334.9514285714,3,2,1038.7228571429,1038.7228571429,857.1428571429,29.9014285714,71.4285714286,11,11,4,1,1
516,296.0010714286,296.0010714286,4,4,276.5910714286,276.5910714286,217.8571428571,57.2339285714,0,29,29,12,10,0
999,60.7860714286,60.7860714286,2,2,56.8714285714,56.8714285714,53.5714285714,2.05,0,5,5,3,1,0
1093,6342.7571428572,6342.7482142857,5,4,0.0089285714,0,0,0,0,1,0,0,0,0
485,571.4332142857,571.4332142857,2,2,563.6964285714,563.6964285714,0,0,0,3,3,0,0,0
445,0.1571428571,0.1571428571,1,1,0.8928571429,0.8928571429,0,0,0,1,1,0,0,0
148,6043.8378571429,6043.8378571429,6,6,2378.6089285714,2378.6089285714,0,0,2366.0375,23,23,0,0,21
1423,620.2525,620.2525,2,2,548.1428571429,548.1428571429,535.7142857143,0,10.4642857143,3,3,1,0,1
363,443.0557142857,443.0557142857,2,2,468.6785714286,468.6785714286,0,447.4285714286,17.8571428571,6,6,0,4,1
147,542.9378571429,542.9378571429,4,4,205.7142857143,205.7142857143,17.8571428571,2.1428571429,185.7142857143,6,6,1,1,4
448,1534.4328571429,1533.7721428572,6,5,1372.6339285714,1372.6339285714,367.8571428571,0,986.2767857143,33,33,12,0,9
669,615.1939285714,615.1939285714,2,2,647.4642857143,647.4642857143,321.4285714286,0,322.3928571429,8,8,2,0,4
955,250.0007142857,250.0007142857,2,2,246.5285714286,246.5285714286,0,0,129.6428571429,6,6,0,0,3
382,0.2096428571,0.0003571429,2,1,17.8571428571,17.8571428571,17.8571428571,0,0,1,1,1,0,0
175,676.3442857143,548.9657142857,5,4,569.6253571429,566.8039285714,214.2857142857,0,193.2325,8,7,2,0,3
1445,34.7667857143,0,1,0,0,0,0,0,0,0,0,0,0,0
479,887.9725,886.0814285714,9,5,420.4785714286,419.05,167.8571428571,164.1214285714,82.3214285714,24,22,2,9,9
178,9.4942857143,0.0653571429,2,1,1414.7142857143,1414.7142857143,0,0,1414.7142857143,4,4,0,0,4
891,977.7939285714,977.7939285714,7,7,354.9285714286,354.9285714286,0,0,351.5357142857,8,8,0,0,7
1589,0.03,0.03,1,1,0,0,0,0,0,0,0,0,0,0
1412,2288.5075,1855.9489285714,11,5,1559.5935714286,691.0121428571,0,863.2242857143,273.2285714286,35,9,0,23,7
145,1251.0378571429,1251.0378571429,4,4,1242.7892857143,1242.7892857143,585.7142857143,116.0392857143,539.6071428571,21,21,6,6,8
583,3238.0142857143,3235.785,31,30,1069.4714285714,1069.4714285714,0,268.3285714286,796.3214285714,17,17,0,5,11
1298,6628.4825,178.5717857143,4,2,12878.4821428571,21.3392857143,0,0,0,6,1,0,0,0
1198,512.5310714286,512.5310714286,5,5,662.7571428571,662.7571428571,535.7142857143,22.3285714286,100.8214285714,15,15,5,1,5
729,1069.8657142857,1069.8110714286,6,5,4748.7142857143,4748.7142857143,0,0,462.7857142857,14,14,0,0,11
566,16306.7410714286,11346.9103571429,18,8,14705.9710714286,9774.1892857143,114.2857142857,516.4532142857,5434.4285714286,47,22,3,18,16
230,5155.0432142857,3491.4614285714,26,22,5331.3157142857,3480.2471428572,0,113.1082142857,1267.0714285714,41,22,0,2,12
722,334.5671428571,0.0075,3,1,429.6785714286,429.6785714286,428.5714285714,0,0,3,3,1,0,0
1030,583.9103571429,566.0725,4,2,563.6267857143,563.6267857143,0,128.1767857143,414.25,19,19,0,10,7
1331,0.3135714286,0.3135714286,1,1,61.3571428571,61.3571428571,0,0,60.9285714286,3,3,0,0,2
1341,8214.2860714286,8214.2860714286,2,2,8224.2857142857,8224.2857142857,0,0,8214.2857142857,4,4,0,0,1
994,402.6103571429,339.2864285714,4,3,406.6928571429,402.2642857143,0,0,0,5,4,0,0,0
1068,2312.1521428572,2234.5089285714,8,3,1899.0132142857,1821.4039285714,766.0957142857,251.6907142857,414.6071428571,25,21,3,6,5
37,1205.1785714286,1188.0828571429,3,2,889.6303571429,889.6303571429,382.1428571429,265.8803571429,238.9285714286,32,32,12,16,2
680,607.3932142857,607.3932142857,2,2,166.9642857143,166.9642857143,142.8571428571,0,21.4285714286,5,5,2,0,1
1469,560.1278571429,555.5128571429,4,2,0,0,0,0,0,0,0,0,0,0
1280,142.8575,142.8575,3,3,172.9585714286,172.9585714286,0,169.5657142857,0,5,5,0,4,0
88,127.5721428571,127.5721428571,3,3,110.0642857143,110.0642857143,46.4285714286,62.3857142857,0,12,12,5,6,0
442,625.9192857143,625.9192857143,2,2,1739.75,1739.75,1178.5714285714,243.5357142857,311.3928571429,14,14,3,1,6
1137,305.3960714286,305.3960714286,4,4,25.4285714286,25.4285714286,0,0,23.25,2,2,0,0,1
998,1604.7025,1158.7603571429,8,4,1721.3642857143,1559.1321428572,392.8571428571,159.875,1162.6678571429,28,18,3,6,14
235,1037.6596428572,995.4771428571,5,4,1122.4178571429,1116.3107142857,357.1428571429,27.5892857143,506.7142857143,24,22,1,2,15
787,655.8675,652.2085714286,5,3,1272.6335714286,1272.6335714286,0,0,197.6335714286,7,7,0,0,5
52,49.7996428571,0,4,0,36.6032142857,1.9642857143,17.8571428571,0,0,8,1,1,0,0
1410,1.5789285714,0.0010714286,2,1,0,0,0,0,0,0,0,0,0,0
1604,2902.0596428572,2217.1832142857,13,7,3098.3739285714,2501.6132142857,32.1428571429,1645.3660714286,170.75,46,25,1,31,2
815,1107.1442857143,1107.1442857143,3,3,1210.8103571429,1210.8103571429,0,210.7464285714,217.6785714286,12,12,0,6,2
1272,2108.4017857143,2108.4017857143,5,5,1930.1685714286,1930.1685714286,714.2857142857,288.3114285714,924.3214285714,18,18,3,4,9
1279,6514.8875,6514.8875,4,4,3221.775,3221.775,678.5714285714,21.0964285714,2519.3928571429,11,11,1,1,8
1318,278.865,278.865,4,4,78.5,78.5,0,78.5,0,2,2,0,2,0
563,1321.2260714286,1142.6110714286,4,2,1054.8571428572,1054.8571428572,203.5714285714,0,846.9285714286,20,20,3,0,16
849,107.1464285714,107.1464285714,2,2,205.5796428571,205.5796428571,189.8096428571,0,0,9,9,4,0,0
584,1007.1478571429,1007.1475,6,5,1474.9210714286,1474.9210714286,0,428.2889285714,558.6785714286,39,39,0,21,15
706,17.8582142857,17.8582142857,2,2,55.1428571429,55.1428571429,53.5714285714,0,0,4,4,2,0,0
221,358.5721428571,357.1432142857,8,5,416.1035714286,414.675,10.7142857143,0,252.1428571429,12,10,1,0,6
995,0.0003571429,0.0003571429,1,1,1.9642857143,1.9642857143,0,0,0,1,1,0,0,0
1044,1729.0796428572,1726.9660714286,4,3,1429.5714285714,1429.5714285714,732.1428571429,249.3928571429,444.6428571429,18,18,4,10,3
789,117.84,117.84,2,2,6.2514285714,6.2514285714,0,0,0,2,2,0,0,0
1608,1369.82,865.2528571429,12,5,1259.9564285714,1245.4732142857,285.7142857143,205.9096428571,232.2857142857,29,23,2,10,4
1238,560.7171428571,560.7171428571,3,3,1000.5678571429,1000.5678571429,678.5714285714,211.4607142857,107.1428571429,21,21,3,16,1
1289,3298.1178571429,2100.9407142857,7,5,38436.7810714286,2454.6382142857,0,555.7810714286,1898.8571428572,24,22,0,14,8
361,2776.88,2232.2946428572,10,8,2117.4035714286,2117.4035714286,357.1428571429,176.1178571429,864.1071428571,19,19,1,5,10
340,4428.6725,4428.6614285714,3,2,52.6428571429,52.6428571429,0,49.6071428571,0,3,3,0,2,0
112,157.2882142857,157.2882142857,4,4,222.5764285714,222.5764285714,146.4285714286,76.1478571429,0,21,21,8,13,0
390,1839.9928571429,1836.7453571429,6,4,701.9875,701.9875,89.2857142857,213.9517857143,397.1428571429,38,38,2,29,6
685,695.8896428571,695.8653571429,7,6,1213.2832142857,1166.885,428.5714285714,140.7607142857,413.6785714286,23,19,4,3,8
1105,468.6346428571,468.6346428571,2,2,361.25,361.25,0,0,0,2,2,0,0,0
1364,1168.9903571429,1002.0071428572,10,7,1517.7471428572,1517.7471428572,35.7142857143,547.0328571429,931.1785714286,31,31,1,11,18
1480,786.855,786.855,9,9,1277.2096428572,1277.2096428572,267.8571428571,331.7971428571,677.3410714286,65,65,6,46,12
70,1785.7192857143,1785.7192857143,3,3,1731.7975,1731.7975,632.1428571429,130.4428571429,937.6046428571,19,19,4,3,10
1349,142.8582142857,142.8582142857,2,2,196.6,196.6,160.7142857143,35.8857142857,0,19,19,11,8,0
299,0.0089285714,0.0089285714,1,1,0,0,0,0,0,0,0,0,0,0
152,192.2892857143,192.2892857143,2,2,283.5607142857,283.5607142857,125,0,10.7142857143,6,6,2,0,1
371,2222.4078571429,2222.4078571429,4,4,1127.2357142857,1127.2357142857,107.1428571429,337.5571428571,679.0357142857,21,21,1,9,10
1353,298.2803571429,295.9289285714,6,2,298.5475,296.1903571429,0,0,292.8571428571,7,3,0,0,1
180,500.1935714286,500.1935714286,2,2,473.8214285714,473.8214285714,464.2857142857,0,7.5714285714,10,10,4,0,1
1482,783.0735714286,783.0735714286,3,3,1024.6460714286,1024.6460714286,342.8571428571,226.6460714286,452,36,36,6,20,5
