Client,Count_CA,Count_SA,Count_MF,Count_OVD,Count_CC,Count_CL,ActBal_CA,ActBal_SA,ActBal_MF,ActBal_OVD,ActBal_CC,ActBal_CL
1591,1,,,1,,,154.5571428571,,,0,,
1592,3,,,,,,71.6182142857,,,,,
1593,1,1,,,,,2780.175,2650.8703571429,,,,
1594,1,,,1,,,9218.7960714286,,,248.4846428571,,
1595,1,,,,1,,356.6696428571,,,,1.4285714286,
1596,1,1,,,,,69.1692857143,7168.9607142857,,,,
1597,1,,,1,,,5844.9560714286,,,0,,
1598,1,1,,,,,1785.8610714286,20516.3653571429,,,,
1599,1,,,,,,7321.4310714286,,,,,
1600,1,1,,1,,,243.6310714286,7280.2857142857,,0,,
1601,1,1,6,,,,0.7253571429,12657.74,44575.3521428571,,,
1602,1,,,,,,4380.4757142857,,,,,
1603,4,,,,,,54.4267857143,,,,,
1604,1,,,,1,,12.4185714286,,,,149.5928571429,
1605,2,,,,,,79.1428571429,,,,,
1606,1,,,,,1,2366.5767857143,,,,,270.1967857143
1607,1,,,,,1,22887.3689285714,,,,,744.8082142857
1608,1,,,,1,1,554.1657142857,,,,1.7857142857,3728.2907142857
1609,1,,,,,,206.8721428571,,,,,
1610,1,,,1,,,196.5442857143,,,460.0775,,
1611,1,,,1,,,0,,,0,,
1612,1,,,1,,1,170.5932142857,,,0,,6250
1613,1,,,,,,676.0085714286,,,,,
1614,1,,,,,,0.0103571429,,,,,
1615,2,1,,1,,,118.9389285714,314.0471428571,,0,,
