Client,Sex,Age,Tenure,VolumeCred,VolumeCred_CA,TransactionsCred,TransactionsCred_CA,VolumeDeb,VolumeDeb_CA,VolumeDebCash_Card,VolumeDebCashless_Card,VolumeDeb_PaymentOrder,TransactionsDeb,TransactionsDeb_CA,TransactionsDebCash_Card,TransactionsDebCashless_Card,TransactionsDeb_PaymentOrder,Count_CA,Count_SA,Count_MF,Count_OVD,Count_CC,Count_CL,ActBal_CA,ActBal_SA,ActBal_MF,ActBal_OVD,ActBal_CC,ActBal_CL,Sale_MF,Sale_CC,Sale_CL,Revenue_MF,Revenue_CC,Revenue_CL
965,0.0,62,169,507.60678571430003,484.2892857143,10.0,7.0,1174.1317857143,1167.9571428572,364.2857142857,347.9214285714,433.8571428571,39.0,36.0,7.0,15.0,10.0,4,,,1.0,1.0,,319.0475,,,0.0,1.1785714286,,,,,,,
88,0.0,21,33,127.57214285709999,127.57214285709999,3.0,3.0,110.0642857143,110.0642857143,46.428571428599994,62.3857142857,0.0,12.0,12.0,5.0,6.0,0.0,1,,,,,,7153.65,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
1457,0.0,41,30,0.0,0.0,0.0,0.0,3.6578571429,3.6578571429,0.0,3.6578571429,0.0,1.0,1.0,0.0,1.0,0.0,1,,,,,,2928.8153571428998,,,,,,,,,,,
1146,1.0,57,11,430.85,430.85,2.0,2.0,430.75,430.75,428.5714285714,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1,,,1.0,,,286.7075,,,0.0,,,,,,,,
1006,0.0,30,182,911.1439285714,911.1439285714,4.0,4.0,950.1214285714,950.1214285714,535.7142857143,46.3,368.1071428571,16.0,16.0,2.0,5.0,9.0,1,,,,,,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
513,0.0,40,152,107.1432142857,107.1432142857,2.0,2.0,135.6432142857,135.6432142857,0.0,12.7142857143,115.78607142860001,4.0,4.0,0.0,1.0,2.0,1,,,,,,29.485714285700002,,,,,,,,,,,
207,1.0,41,25,53.603928571400004,53.603928571400004,3.0,3.0,16.2489285714,16.2489285714,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1,,,,,,176.6514285714,,,,,,,,,,,
784,1.0,30,88,824.4085714286,824.4085714286,3.0,3.0,1127.25,1127.25,892.8571428571,231.3571428571,0.0,15.0,15.0,7.0,2.0,0.0,1,,,,,,870.1514285714,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
326,0.0,33,129,0.022857142900000002,0.022857142900000002,1.0,1.0,757.0714285714,757.0714285714,0.0,0.0,752.9642857142999,3.0,3.0,0.0,0.0,2.0,1,,1.0,,,,30.425,,0.0,,,,,,,,,
489,0.0,67,151,0.0014285714000000001,0.0003571429,2.0,1.0,85.1071428571,85.1071428571,60.714285714300004,24.3928571429,0.0,5.0,5.0,3.0,2.0,0.0,1,1.0,,,,,5021.9982142857,12591.4857142857,,,,,0.0,0.0,0.0,0.0,0.0,0.0
1102,0.0,59,8,944.3921428571001,944.3921428571001,2.0,2.0,200.6671428571,200.6671428571,25.0,175.6671428571,0.0,9.0,9.0,1.0,8.0,0.0,2,,,,,,191.3321428571,,,,,,,,,,,
249,1.0,25,196,2428.6885714286,2428.6885714286,2.0,2.0,1797.1553571429001,1797.1553571429001,192.8571428571,563.2467857143,1041.0514285714,22.0,22.0,3.0,10.0,9.0,1,1.0,,,,,42.9953571429,1733.5775,,,,,0.0,0.0,1.0,0.0,0.0,11.75
760,1.0,44,92,2937.7835714285998,2918.6635714286,8.0,7.0,2046.1592857143,2046.1592857143,1285.7142857142999,541.3378571429,218.4642857143,25.0,25.0,4.0,12.0,8.0,1,5.0,,,,,21873.9017857143,3890.05,,,,,,,,,,
345,0.0,56,111,2110.1907142857,2110.1907142857,4.0,4.0,2117.1821428572002,2117.1821428572002,28.5714285714,17.821428571400002,1470.7142857142999,8.0,8.0,1.0,1.0,2.0,1,,,1.0,,,11166.446071428601,,,0.0,,,,,,,,
1277,0.0,21,19,5998.3689285714,5357.9432142857,10.0,4.0,3152.7410714285998,2346.6789285714003,607.1428571429,831.8835714286,523.1325,44.0,20.0,4.0,24.0,10.0,1,1.0,5.0,,1.0,,7.3610714286,3230.0964285714003,0.0,,1.4285714286000002,,1.0,1.0,0.0,4.7048214286,2.8571428571,0.0
645,0.0,63,144,517.8964285714,517.8964285714,3.0,3.0,173.0714285714,173.0714285714,0.0,0.0,168.1785714286,5.0,5.0,0.0,0.0,3.0,1,,,,,,14.2978571429,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
17,1.0,64,150,1309.4746428572,1309.4746428572,4.0,4.0,5000.5153571429,5000.5153571429,803.5714285714,168.9260714286,4023.7678571428996,33.0,33.0,5.0,7.0,20.0,1,,,,,,338.7764285714,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
496,0.0,35,149,7413.826785714301,7413.826785714301,4.0,4.0,8994.5989285714,8994.5989285714,4513.7589285714,224.97714285709998,4243.5771428572,63.0,63.0,17.0,15.0,13.0,1,,,,,,0.0,,,,,,,,,,,
549,0.0,30,58,0.0071428570999999995,0.0071428570999999995,1.0,1.0,445.25,445.25,428.5714285714,12.4285714286,0.0,15.0,15.0,9.0,1.0,0.0,1,,,,,,192.7760714286,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
1270,1.0,38,43,0.0178571429,0.0178571429,1.0,1.0,274.7857142857,274.7857142857,178.5714285714,96.2142857143,0.0,4.0,4.0,2.0,2.0,0.0,1,,,,,,3.6582142856999997,,,,,,,,,,,
145,0.0,14,52,1251.0378571428998,1251.0378571428998,4.0,4.0,1242.7892857143,1242.7892857143,585.7142857143,116.03928571430001,539.6071428571,21.0,21.0,6.0,6.0,8.0,1,1.0,,,,,78.5246428571,57205.471071428605,,,,,,,,,,
1091,1.0,42,174,6273.7692857143,6271.6185714286,5.0,4.0,2366.9285714285998,2366.9285714285998,2142.8571428572,0.0,222.5357142857,7.0,7.0,2.0,0.0,2.0,1,1.0,26.0,,,,7.1071428571,0.0089285714,0.0,,,,1.0,0.0,1.0,4.9107142857,0.0,10.107142857100001
1312,0.0,64,154,956.3582142857001,956.3582142857001,8.0,8.0,956.3771428571,956.3771428571,171.4285714286,129.9296428571,651.6260714286,21.0,21.0,2.0,8.0,10.0,3,,,,,,11295.4571428571,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
753,0.0,45,52,215.1796428571,215.1796428571,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,,,,,16357.5767857143,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
705,0.0,34,64,992.2871428571001,992.2871428571001,3.0,3.0,959.5,959.5,789.2857142857001,23.3928571429,138.0357142857,38.0,38.0,16.0,3.0,4.0,3,,,,,,191.1260714286,,,,,,0.0,1.0,0.0,0.0,2.1385714286,0.0
341,1.0,46,171,82.5496428571,82.5496428571,3.0,3.0,97.9642857143,97.9642857143,0.0,0.0,95.35714285709999,4.0,4.0,0.0,0.0,3.0,1,,,,,,1724.3478571429,,,,,,0.0,0.0,1.0,0.0,0.0,9.75
83,1.0,43,111,569.7671428571,568.7203571429,4.0,3.0,225.0714285714,225.0714285714,0.0,0.0,224.3928571429,4.0,4.0,0.0,0.0,3.0,1,3.0,7.0,,,,14.855,90800.88214285721,0.0,,,,0.0,1.0,1.0,0.0,5.25,28.6853571429
1003,1.0,16,39,14.287142857100001,14.287142857100001,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,,,,,3465.5371428572,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
1426,1.0,71,25,1535.5157142857001,1535.5157142857001,3.0,3.0,1638.5785714285998,1638.5785714285998,1464.2857142857001,174.2928571429,0.0,9.0,9.0,3.0,6.0,0.0,1,,,,,,61.3575,,,,,,,,,,,
596,0.0,53,110,10813.9367857143,10813.9367857143,4.0,4.0,6814.7060714286,6814.7060714286,892.8571428571,53.281071428599994,561.75,24.0,24.0,1.0,3.0,13.0,1,,,,,,0.0,,,,,,,,,,,
863,0.0,26,151,2284.4875,1621.39,23.0,14.0,3678.2403571429,2135.0964285714003,642.8571428571,1120.1857142857,805.3571428571,55.0,23.0,7.0,18.0,8.0,1,,,1.0,1.0,2.0,21.936785714299997,,,0.0,1.1785714286,63.803214285699994,0.0,0.0,1.0,0.0,0.0,22.6071428571
931,0.0,40,63,361.6082142857,361.6082142857,4.0,4.0,357.2142857143,357.2142857143,260.7142857143,67.25,29.25,22.0,22.0,12.0,9.0,1.0,1,,,,,,10349.92,,,,,,,,,,,
1112,1.0,45,134,779.8142857142999,779.8142857142999,2.0,2.0,394.2785714286,394.2785714286,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1,2.0,,,,,42.066071428600004,28543.7175,,,,,,,,,,
1211,0.0,6,61,2171.7257142857,1416.1964285714002,26.0,20.0,2217.1446428572,1401.8142857143,178.5714285714,103.2785714286,442.2835714286,45.0,18.0,5.0,4.0,6.0,1,,,1.0,1.0,,251.0271428571,,,0.0,2.3571428571,,,,,,,
879,0.0,37,35,473.5410714286,473.5410714286,2.0,2.0,1007.1392857143,1007.1392857143,535.7142857143,178.10357142860002,290.8214285714,17.0,17.0,2.0,9.0,5.0,1,,,,,,3871.8867857143,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
892,0.0,45,149,608.755,608.755,3.0,3.0,782.6464285714,782.6464285714,178.5714285714,0.0,251.3214285714,12.0,12.0,3.0,0.0,4.0,1,,,1.0,,,0.0,,,641.1453571429,,,0.0,0.0,0.0,0.0,0.0,0.0
1459,1.0,29,62,651.3989285714,651.3989285714,2.0,2.0,381.4792857143,381.4792857143,53.571428571400006,0.0,151.9792857143,8.0,8.0,1.0,0.0,4.0,1,,,1.0,,,9165.92,,,702.9003571428999,,,0.0,0.0,0.0,0.0,0.0,0.0
1149,0.0,54,172,1085.5078571428999,952.4571428571,15.0,13.0,1252.2621428572,998.7342857143,0.0,291.4978571429,258.3214285714,51.0,40.0,0.0,25.0,9.0,1,,,1.0,,,0.0,,,62.7025,,,1.0,1.0,0.0,1.5114285713999998,2.0010714286,0.0
60,1.0,20,28,356.4042857143,356.4042857143,2.0,2.0,1.9642857143,1.9642857143,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,,,,,,3891.1160714285998,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
1411,0.0,32,40,0.0039285714,0.0039285714,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,,,,2223.1285714286,,11342.545714285701,,,,1.0,0.0,0.0,0.7996428570999999,0.0,0.0
32,0.0,29,15,2402.4021428572,1591.5878571429,11.0,8.0,2303.7471428572,1591.5878571429,385.7142857143,0.0,280.2857142857,18.0,10.0,4.0,0.0,2.0,2,,,1.0,,1.0,12295.258571428601,,,0.0,,14708.571428571398,,,,,,
1585,1.0,28,221,178.5792857143,178.5792857143,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,,,,,816.0564285714,,,,,,1.0,0.0,1.0,3.4108928571,0.0,16.5478571429
1284,1.0,58,26,714.2892857142999,714.2892857142999,2.0,2.0,218.8085714286,218.8085714286,0.0,14.805,0.0,7.0,7.0,0.0,5.0,0.0,1,,,,,,17.9171428571,,,,,,0.0,0.0,1.0,0.0,0.0,15.0357142857
651,0.0,58,79,51.298928571400005,28.1507142857,3.0,2.0,604.4642857143,604.4642857143,0.0,0.0,562.0,5.0,5.0,0.0,0.0,3.0,1,,,,,1.0,2.1428571429,,,,,6236.6339285714,,,,,,
746,0.0,46,163,0.0071428570999999995,0.0071428570999999995,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,,,,16436.3271428571,,49030.4107142857,,,,0.0,0.0,0.0,0.0,0.0,0.0
361,0.0,71,168,2776.88,2232.2946428572,10.0,8.0,2117.4035714285997,2117.4035714285997,357.1428571429,176.11785714290002,864.1071428571,19.0,19.0,1.0,5.0,10.0,1,1.0,1.0,,,,1642.2603571429001,1586.6567857143,1714.2857142857001,,,,0.0,0.0,0.0,0.0,0.0,0.0
608,0.0,35,157,460.9189285714,459.8367857143,4.0,3.0,460.62107142860003,460.62107142860003,321.4285714286,35.9782142857,100.92857142860001,8.0,8.0,2.0,1.0,4.0,1,1.0,,,,,347.3657142857,29191.295,,,,,1.0,0.0,1.0,3.20375,0.0,7.7539285713999995
269,1.0,39,61,648.8060714286,643.7989285714,3.0,2.0,1450.0714285714002,1450.0714285714002,107.14285714290001,0.0,268.7142857143,10.0,10.0,1.0,0.0,7.0,1,1.0,,1.0,,,611.0925,11325.131785714299,,984.7853571428999,,,0.0,0.0,1.0,0.0,0.0,12.5478571429
1053,0.0,82,62,1663.3946428572,1663.3946428572,3.0,3.0,1509.1607142857001,1509.1607142857001,392.8571428571,0.0,572.75,19.0,19.0,2.0,0.0,13.0,1,,,,,,107.14285714290001,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
1,1.0,51,7,1678.9464285714002,1318.6982142857,25.0,23.0,1891.3532142857,1335.6196428572,250.0,283.0892857143,247.6071428571,50.0,30.0,3.0,12.0,9.0,1,,,1.0,,,1333.8028571429,,,0.0,,,1.0,0.0,0.0,26.9726785714,0.0,0.0
1465,0.0,41,14,535.715,535.715,2.0,2.0,542.2535714286,542.2535714286,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1,,,,,,17.0564285714,,,,,,,,,,,
1057,1.0,51,34,3.785,3.7214285713999997,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,4.0,,,,1484.7503571429002,232.5767857143,1213.9285714286,,,,,,,,,
1463,1.0,43,117,727.9296428571,727.9296428571,4.0,4.0,985.3571428571,985.3571428571,482.1428571429,0.0,499.9642857143,14.0,14.0,5.0,0.0,5.0,1,,,,,,1041.2992857143,,,,,,0.0,0.0,1.0,0.0,0.0,11.7857142857
723,0.0,59,0,,,,,,,,,,,,,,,1,,,,,,444.29,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
1481,0.0,7,0,348.1103571429,138.3178571429,6.0,3.0,340.9671428571,131.2210714286,100.0,0.0,0.0,7.0,5.0,3.0,0.0,0.0,1,,,1.0,,,6236.142142857199,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
349,0.0,72,32,2.4082142856999997,0.0225,2.0,1.0,1.9642857143,1.9642857143,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2,2.0,,,,,247.4267857143,0.0917857143,,,,,1.0,0.0,0.0,65.7041071429,0.0,0.0
1208,1.0,23,62,844.8542857143,844.8542857143,3.0,3.0,376.25,376.25,178.5714285714,0.0,194.6428571429,7.0,7.0,1.0,0.0,5.0,1,,,,,,664.5782142857,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
509,0.0,5,168,1235.3260714286,1235.3260714286,4.0,4.0,904.5267857142999,904.5267857142999,53.571428571400006,102.0982142857,338.7142857143,27.0,27.0,3.0,8.0,13.0,1,,,1.0,,,6722.3285714286,,,0.0,,,0.0,0.0,1.0,0.0,0.0,10.107142857100001
1170,0.0,28,68,866.2775,865.7514285714,4.0,3.0,752.2857142857001,752.2857142857001,107.14285714290001,0.0,642.8571428571,8.0,8.0,3.0,0.0,3.0,1,1.0,,,,,1845.1207142857002,45528.4417857143,,,,,0.0,1.0,0.0,0.0,0.8939285714,0.0
603,1.0,30,6,12.059285714300001,0.0346428571,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,,,,1385.9882142857,7463.2467857143,,,,,,,,,,
1369,0.0,39,55,6173.7014285714,4111.1389285714,30.0,16.0,6410.215,4078.9960714286,1600.0,822.5232142857001,386.7142857143,76.0,27.0,5.0,36.0,11.0,1,,,1.0,1.0,,19.8628571429,,,0.0,611.7210714286,,0.0,1.0,0.0,0.0,2.4667857143000003,0.0
488,1.0,59,6,866.0196428571,864.9610714286,4.0,3.0,695.5725,695.5725,267.8571428571,162.8225,263.4285714286,22.0,22.0,4.0,8.0,8.0,1,2.0,,1.0,,,21.2542857143,5247.9703571429,,0.0,,,,,,,,
206,0.0,83,205,371.4371428571,0.0,3.0,0.0,755.5357142857001,0.0,0.0,0.0,41.25,3.0,0.0,0.0,0.0,2.0,1,1.0,,,,,11335.0707142857,22893.8228571429,,,,,,,,,,
785,0.0,9,179,14587.096428571398,14092.6557142857,24.0,20.0,2603.0553571429,2109.55,571.4285714286,330.7521428571,709.0,36.0,29.0,3.0,11.0,8.0,1,,,1.0,,,6478.5075,,,0.0,,,,,,,,
1424,0.0,34,151,0.010714285700000001,0.010714285700000001,1.0,1.0,828.8928571429,828.8928571429,0.0,0.0,824.2142857142999,4.0,4.0,0.0,0.0,3.0,1,,6.0,,,,604.7014285714,,1866.0714285714002,,,,,,,,,
1248,1.0,28,33,407.2042857143,407.2042857143,2.0,2.0,31.5571428571,31.5571428571,0.0,31.5571428571,0.0,2.0,2.0,0.0,2.0,0.0,2,,1.0,,,,12.716428571400002,,10422.8496428571,,,,,,,,,
12,0.0,45,155,466.8003571429,466.8003571429,3.0,3.0,770.2510714286,770.2510714286,285.7142857143,393.6082142857,87.5357142857,19.0,19.0,1.0,13.0,4.0,1,,,,,,1075.475,,,,,,,,,,,
93,1.0,31,8,2186.5410714286,1367.8278571429,25.0,17.0,2137.9546428572,1356.1046428572,32.1428571429,0.0,220.3214285714,36.0,16.0,1.0,0.0,8.0,1,2.0,,1.0,1.0,,8.8703571429,3655.8189285714,,23.0642857143,1.4285714286000002,,0.0,1.0,0.0,0.0,3.3928571429,0.0
325,0.0,33,167,1563.5335714285998,1491.3314285714002,8.0,7.0,1536.2178571429001,1535.1464285714,0.0,0.0,1185.75,18.0,17.0,0.0,0.0,13.0,1,,,,,2.0,38.9017857143,,,,,5285.6321428572,,,,,,
110,0.0,55,76,32975.3260714286,18194.5353571429,8.0,6.0,18252.5714285714,395.4285714286,0.0,0.0,395.4285714286,8.0,7.0,0.0,0.0,7.0,1,1.0,1.0,,,,62.4703571429,1146.4957142857002,0.0,,,,,,,,,
232,0.0,38,4,542.9685714286001,542.9685714286001,2.0,2.0,479.3064285714,479.3064285714,0.0,62.913571428599994,413.5714285714,9.0,9.0,0.0,3.0,5.0,1,,,,,,33.3542857143,,,,,,,,,,,
1265,1.0,31,162,364.41,364.41,2.0,2.0,583.7460714286,583.7460714286,464.2857142857,112.4960714286,0.0,9.0,9.0,3.0,4.0,0.0,1,,,,,,2941.9939285714,,,,,,0.0,0.0,1.0,0.0,0.0,17.1753571429
886,1.0,36,181,4881.5839285714,2899.9917857143,6.0,4.0,2691.6328571429,2691.6328571429,232.1428571429,107.6685714286,387.1071428571,25.0,25.0,3.0,9.0,11.0,1,1.0,,,,,168.9046428571,115074.533571429,,,,,,,,,,
1125,1.0,64,150,1420.6957142857,1420.6957142857,4.0,4.0,1960.9214285714002,1960.9214285714002,282.1428571429,175.35,1494.5,14.0,14.0,1.0,7.0,5.0,1,,,,,,401.1625,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
1161,1.0,22,103,143.5732142857,143.0407142857,3.0,2.0,53.571428571400006,53.571428571400006,53.571428571400006,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1,1.0,,,,,602.1117857143,5384.086428571401,,,,,0.0,0.0,0.0,0.0,0.0,0.0
810,1.0,48,107,926.0989285713999,832.3782142857001,4.0,3.0,905.175,903.0678571428999,114.2857142857,184.53214285709998,483.1785714286,13.0,12.0,4.0,2.0,4.0,1,,,1.0,,1.0,542.1714285714,,,0.0,,930.3571428571,0.0,0.0,0.0,0.0,0.0,0.0
569,1.0,61,151,91.2442857143,57.5328571429,6.0,4.0,86.4942857143,57.5328571429,0.0,0.0,21.428571428599998,7.0,4.0,0.0,0.0,1.0,1,,,1.0,,,1.1492857143000001,,,139.66214285709998,,,0.0,1.0,0.0,0.0,3.6071428571,0.0
650,0.0,22,89,339.2960714286,339.2960714286,2.0,2.0,2.8571428571,2.8571428571,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1,,,,,,2589.6378571429,,,,,,,,,,,
158,0.0,0,152,2353.7842857143,2353.4532142857,5.0,4.0,1208.4282142857,1208.4282142857,0.0,1208.4282142857,0.0,13.0,13.0,0.0,13.0,0.0,1,1.0,,,,,326.6303571429,16117.8971428571,,,,,0.0,0.0,0.0,0.0,0.0,0.0
1259,0.0,26,228,370.6760714286,339.2867857143,3.0,2.0,327.5371428571,323.18,17.8571428571,33.2514285714,221.5,15.0,13.0,1.0,3.0,7.0,2,,,,,1.0,0.0,,,,,2933.3135714286,0.0,0.0,1.0,0.0,0.0,12.659285714300001
260,0.0,40,153,770.585,770.585,5.0,5.0,346.8214285714,346.8214285714,0.0,75.3928571429,268.0357142857,14.0,14.0,0.0,2.0,11.0,1,,,,,,1927.5210714286,,,,,,,,,,,
662,1.0,8,56,419.01285714290003,419.01285714290003,3.0,3.0,310.8503571429,310.695,303.6946428571,0.0,0.0,6.0,5.0,3.0,0.0,0.0,1,,,,,,0.0,,,,,,0.0,0.0,1.0,0.0,0.0,13.857142857100001
330,0.0,34,2,18693.254285714298,18693.254285714298,3.0,3.0,17948.5,17948.5,0.0,0.0,17946.4285714286,4.0,4.0,0.0,0.0,3.0,1,,1.0,,,,380.0489285714,,0.0,,,,,,,,,
851,1.0,4,80,0.0110714286,0.0110714286,1.0,1.0,1312.6532142857,1312.6532142857,792.6646428571,501.2046428571,0.0,43.0,43.0,4.0,34.0,0.0,1,1.0,,1.0,,,732.9371428571001,103328.818928571,,0.0,,,,,,,,
371,0.0,49,70,2222.4078571429,2222.4078571429,4.0,4.0,1127.2357142857002,1127.2357142857002,107.14285714290001,337.5571428571,679.0357142857,21.0,21.0,1.0,9.0,10.0,1,,,1.0,,,201.3167857143,,,65.4925,,,0.0,0.0,0.0,0.0,0.0,0.0
1269,1.0,37,43,,,,,,,,,,,,,,,1,,,,,,514.055,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
732,0.0,43,63,329.6389285714,328.8971428571,3.0,2.0,450.1571428571,450.1571428571,0.0,315.9071428571,129.7142857143,9.0,9.0,0.0,4.0,4.0,3,1.0,6.0,,,,301.1560714286,347.4171428571,49993.399285714295,,,,1.0,0.0,1.0,3.0301785714,0.0,10.214285714299999
792,0.0,84,151,920.8057142857001,920.8057142857001,2.0,2.0,1475.0907142857,1475.0907142857,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1,,,,,,9.3025,,,,,,1.0,0.0,1.0,52.6182142857,0.0,16.2475
398,1.0,56,30,6.9153571429,0.005714285699999999,2.0,1.0,23.6785714286,23.6785714286,0.0,0.0,20.7857142857,3.0,3.0,0.0,0.0,1.0,2,1.0,,,,,3692.9667857143,23.5992857143,,,,,1.0,0.0,0.0,0.9701785714,0.0,0.0
117,1.0,43,153,1095.4110714286,1095.4110714286,8.0,8.0,1232.3910714286,1232.3910714286,0.0,522.0407142857,705.5289285714,31.0,31.0,0.0,19.0,11.0,4,,,1.0,,,0.0,,,0.0,,,,,,,,
571,1.0,73,219,634.995,633.5442857143,6.0,3.0,910.2142857142999,908.7857142857001,607.1428571429,0.0,298.0,15.0,13.0,3.0,0.0,7.0,1,,,1.0,1.0,,0.2978571429,,,0.0,1223.2142857142999,,,,,,,
808,0.0,48,85,0.8717857143000001,0.040357142900000004,2.0,1.0,10982.1428571429,10982.1428571429,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1,1.0,18.0,,,,608.5792857143,55.5303571429,0.0,,,,0.0,0.0,1.0,0.0,0.0,7.4285714286
440,1.0,21,86,3700.5014285714,3700.5014285714,4.0,4.0,3191.3928571428996,3191.3928571428996,0.0,224.5,278.5,8.0,8.0,0.0,2.0,4.0,2,,,,,,6129.0289285714,,,,,,,,,,,
1007,1.0,42,152,6349.9196428571995,6336.0017857143,6.0,4.0,380.25,380.25,178.5714285714,0.0,198.2857142857,6.0,6.0,2.0,0.0,3.0,1,1.0,4.0,,,,46.148928571400006,0.0007142857000000001,0.0,,,,,,,,,
658,1.0,51,32,0.0725,0.0710714286,5.0,1.0,1128.2514285714,1128.25,0.0,0.0,53.571428571400006,7.0,3.0,0.0,0.0,1.0,1,,,,,,1107.6778571429,,,,,,0.0,1.0,1.0,0.0,0.21428571429999999,6.2339285714
132,0.0,50,53,68.4014285714,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,,,,79.4185714286,1259.155,,,,,1.0,0.0,0.0,1.4732142857,0.0,0.0
1335,1.0,70,9,1515.2725,1352.7235714286,12.0,9.0,1326.0453571429,1163.5021428572,178.5714285714,147.5960714286,672.1785714286,25.0,22.0,2.0,8.0,8.0,1,,,1.0,,,91.2832142857,,,0.0,,,0.0,1.0,0.0,0.0,407.9625,0.0
275,0.0,73,2,592.0360714286,592.0360714286,5.0,5.0,611.9285714286,611.9285714286,182.1428571429,0.0,417.4285714286,13.0,13.0,5.0,0.0,2.0,1,,,,,,5221.4257142857,,,,,,0.0,1.0,0.0,0.0,6.4285714286,0.0
340,1.0,76,80,4428.6725,4428.6614285714,3.0,2.0,52.6428571429,52.6428571429,0.0,49.6071428571,0.0,3.0,3.0,0.0,2.0,0.0,1,1.0,,,,,2380.0457142857,50040.891785714295,,,,,,,,,,
985,1.0,36,92,626.2435714286,330.9789285714,5.0,3.0,376.2435714286,330.9789285714,35.7142857143,0.0,0.0,5.0,3.0,1.0,0.0,0.0,1,,,1.0,,,58.1,,,164.6753571429,,,0.0,0.0,1.0,0.0,0.0,3.0503571429000003
1538,1.0,35,150,35830.1928571429,110.17285714290001,4.0,2.0,35714.285714285696,35714.285714285696,0.0,0.0,35714.285714285696,1.0,1.0,0.0,0.0,1.0,1,1.0,,,,,2238.2657142857,0.0103571429,,,,,0.0,1.0,1.0,0.0,1.7142857143,9.964285714299999
1343,0.0,37,152,3372.3857142857,2447.0364285714,27.0,23.0,3839.965,2447.0364285714,539.2857142857,219.4335714286,354.5,50.0,28.0,4.0,9.0,4.0,1,,,1.0,,1.0,77.94142857140001,,,0.0,,3681.46,,,,,,
1058,0.0,79,145,557.1107142856999,555.8367857143,3.0,2.0,448.6071428571,448.6071428571,285.7142857143,0.0,160.7142857143,4.0,4.0,1.0,0.0,2.0,1,1.0,1.0,,,,431.3464285714,6657.7203571429,4239.0603571429,,,,0.0,0.0,1.0,0.0,0.0,27.3235714286
26,1.0,27,24,480.7871428571,480.7871428571,3.0,3.0,476.7142857143,476.7142857143,457.1428571429,0.0,16.178571428599998,7.0,7.0,4.0,0.0,2.0,1,,1.0,1.0,,,1868.2342857142999,,61064.2857142857,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
653,0.0,39,100,17.5553571429,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,,,,43.144285714300004,6007.7925,,,,,0.0,0.0,0.0,0.0,0.0,0.0
57,0.0,28,157,134.3575,134.3575,20.0,20.0,183.735,183.735,107.14285714290001,34.735,36.5714285714,6.0,6.0,1.0,2.0,1.0,1,,,,,,1155.26,,,,,,,,,,,
1340,0.0,60,6,5823.4089285714,5823.4089285714,3.0,3.0,5244.9642857143,5244.9642857143,1607.1428571429,310.6464285714,3205.5357142857,21.0,21.0,4.0,6.0,9.0,1,,,,,,50.7203571429,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
